6in4 - 26
kmod-crypto-misc - 5.4.128-1
kmod-crypto-null - 5.4.128-1
kmod-crypto-pcbc - 5.4.128-1
kmod-crypto-rmd160 - 5.4.128-1
kmod-crypto-rng - 5.4.128-1
kmod-crypto-rsa - 5.4.128-1
kmod-crypto-seqiv - 5.4.128-1
kmod-crypto-sha1 - 5.4.128-1
kmod-crypto-sha256 - 5.4.128-1
kmod-crypto-sha512 - 5.4.128-1
kmod-crypto-test - 5.4.128-1
kmod-crypto-user - 5.4.128-1
kmod-crypto-xcbc - 5.4.128-1
kmod-crypto-xts - 5.4.128-1
kmod-cryptodev - 5.4.128+1.11-x86-1
kmod-dax - 5.4.128-1
kmod-dm - 5.4.128-1
kmod-dm9000 - 5.4.128-1
kmod-dma-buf - 5.4.128-1
kmod-dnsresolver - 5.4.128-1
kmod-drm - 5.4.128-1
kmod-drm-amdgpu - 5.4.128-1
kmod-drm-kms-helper - 5.4.128-1
kmod-drm-ttm - 5.4.128-1
kmod-dummy - 5.4.128-1
kmod-e100 - 5.4.128-1
kmod-e1000 - 5.4.128-1
kmod-e1000e - 5.4.128-1
kmod-eeprom-93cx6 - 5.4.128-1
kmod-et131x - 5.4.128-1
kmod-ethoc - 5.4.128-1
kmod-fast-classifier - 5.4.128-1
kmod-fb - 5.4.128-1
kmod-fb-cfb-copyarea - 5.4.128-1
kmod-fb-cfb-fillrect - 5.4.128-1
kmod-fb-cfb-imgblt - 5.4.128-1
kmod-fb-sys-fops - 5.4.128-1
kmod-fb-sys-ram - 5.4.128-1
kmod-forcedeth - 5.4.128-1
kmod-fs-antfs - 5.4.128+2020-02-10-b41ba529-2
kmod-fs-btrfs - 5.4.128-1
kmod-fs-cifs - 5.4.128-1
kmod-fs-exfat - 5.4.128-1
kmod-fs-exportfs - 5.4.128-1
kmod-fs-ext4 - 5.4.128-1
kmod-fs-f2fs - 5.4.128-1
kmod-fs-ksmbd - 5.4.128+3.3.9-1
kmod-fs-nfs - 5.4.128-1
kmod-fs-nfs-common - 5.4.128-1
kmod-fs-nfs-common-rpcsec - 5.4.128-1
kmod-fs-nfs-v3 - 5.4.128-1
kmod-fs-nfs-v4 - 5.4.128-1
kmod-fs-nfsd - 5.4.128-1
kmod-fs-vfat - 5.4.128-1
kmod-fuse - 5.4.128-1
kmod-gre - 5.4.128-1
kmod-hfcmulti - 5.4.128-1
kmod-hfcpci - 5.4.128-1
kmod-hid - 5.4.128-1
kmod-hid-generic - 5.4.128-1
kmod-hwmon-core - 5.4.128-1
kmod-i2c-algo-bit - 5.4.128-1
kmod-i2c-core - 5.4.128-1
kmod-i40e - 5.4.128-1
kmod-iavf - 5.4.128-1
kmod-ifb - 5.4.128-1
kmod-igb - 5.4.128-1
kmod-igbvf - 5.4.128-1
kmod-igc - 5.4.128-1
kmod-ikconfig - 5.4.128-1
kmod-input-core - 5.4.128-1
kmod-input-evdev - 5.4.128-1
kmod-ip6tables - 5.4.128-1
kmod-ipsec - 5.4.128-1
kmod-ipsec4 - 5.4.128-1
kmod-ipsec6 - 5.4.128-1
kmod-ipt-conntrack - 5.4.128-1
kmod-ipt-conntrack-extra - 5.4.128-1
kmod-ipt-core - 5.4.128-1
kmod-ipt-extra - 5.4.128-1
kmod-ipt-filter - 5.4.128-1
kmod-ipt-fullconenat - 5.4.128+2019-10-21-0cf3b48f-3
kmod-ipt-ipopt - 5.4.128-1
kmod-ipt-ipsec - 5.4.128-1
kmod-ipt-ipset - 5.4.128-1
kmod-ipt-nat - 5.4.128-1
kmod-ipt-nat-extra - 5.4.128-1
kmod-ipt-nat6 - 5.4.128-1
kmod-ipt-offload - 5.4.128-1
kmod-ipt-raw - 5.4.128-1
kmod-ipt-tproxy - 5.4.128-1
kmod-iptunnel - 5.4.128-1
kmod-iptunnel4 - 5.4.128-1
kmod-iptunnel6 - 5.4.128-1
kmod-ipvlan - 5.4.128-1
kmod-irqbypass - 5.4.128-1
kmod-iwlwifi - 5.4.128+5.10.42-1-2
kmod-ixgbe - 5.4.128-1
kmod-ixgbevf - 5.4.128-1
kmod-kvm-amd - 5.4.128-1
kmod-kvm-intel - 5.4.128-1
kmod-kvm-x86 - 5.4.128-1
kmod-ledtrig-audio - 5.4.128-1
kmod-lib-crc-ccitt - 5.4.128-1
kmod-lib-crc-itu-t - 5.4.128-1
kmod-lib-crc16 - 5.4.128-1
kmod-lib-crc32c - 5.4.128-1
kmod-lib-crc7 - 5.4.128-1
kmod-lib-lzo - 5.4.128-1
kmod-lib-raid6 - 5.4.128-1
kmod-lib-textsearch - 5.4.128-1
kmod-lib-xor - 5.4.128-1
kmod-lib-zlib-deflate - 5.4.128-1
kmod-lib-zlib-inflate - 5.4.128-1
kmod-lib-zstd - 5.4.128-1
kmod-libphy - 5.4.128-1
kmod-lp - 5.4.128-1
kmod-mac80211 - 5.4.128+5.10.42-1-2
kmod-macvlan - 5.4.128-1
kmod-md-mod - 5.4.128-1
kmod-md-raid0 - 5.4.128-1
kmod-md-raid1 - 5.4.128-1
kmod-md-raid10 - 5.4.128-1
kmod-md-raid456 - 5.4.128-1
kmod-mdio - 5.4.128-1
kmod-mdio-gpio - 5.4.128-1
kmod-mii - 5.4.128-1
kmod-misdn - 5.4.128-1
kmod-mlx4-core - 5.4.128-1
kmod-mlx5-core - 5.4.128-1
kmod-mmc - 5.4.128-1
kmod-mmc-spi - 5.4.128-1
kmod-mppe - 5.4.238-1
kmod-multimedia-input - 5.4.128-1
kmod-natsemi - 5.4.128-1
kmod-ne2k-pci - 5.4.128-1
kmod-nf-conntrack - 5.4.128-1
kmod-nf-conntrack-netlink - 5.4.128-1
kmod-nf-conntrack6 - 5.4.128-1
kmod-nf-flow - 5.4.128-1
kmod-nf-ipt - 5.4.128-1
kmod-nf-ipt6 - 5.4.128-1
kmod-nf-ipvs - 5.4.128-1
kmod-nf-nat - 5.4.128-1
kmod-nf-nat6 - 5.4.128-1
kmod-nf-nathelper - 5.4.128-1
kmod-nf-nathelper-extra - 5.4.128-1
kmod-nf-reject - 5.4.128-1
kmod-nf-reject6 - 5.4.128-1
kmod-nfnetlink - 5.4.128-1
kmod-nft-bridge - 5.4.128-1
kmod-nft-core - 5.4.128-1
kmod-nft-netdev - 5.4.128-1
kmod-niu - 5.4.128-1
kmod-nls-base - 5.4.128-1
kmod-nls-cp437 - 5.4.128-1
kmod-nls-iso8859-1 - 5.4.128-1
kmod-nls-utf8 - 5.4.128-1
kmod-nsh - 5.4.128-1
kmod-oaf - 5.4.128+5.0-1
kmod-openvswitch - 5.4.128+2.15.0-1
kmod-pcnet32 - 5.4.128-1
kmod-phy-bcm84881 - 5.4.128-1
kmod-phy-broadcom - 5.4.128-1
kmod-phy-realtek - 5.4.128-1
kmod-phylib-broadcom - 5.4.128-1
kmod-phylink - 5.4.128-1
kmod-ppdev - 5.4.128-1
kmod-ppp - 5.4.128-1
kmod-pppoe - 5.4.128-1
kmod-pppox - 5.4.128-1
kmod-pps - 5.4.128-1
kmod-ptp - 5.4.128-1
kmod-qlcnic - 5.4.128-1
kmod-r6040 - 5.4.128-1
kmod-r8125-mod - 5.4.128+9.005.06-x86-1
kmod-r8152 - 5.4.128+2.13-x86-0
kmod-r8168 - 5.4.128+8.048.03-x86-3
kmod-r8169 - 5.4.128-1
kmod-random-core - 5.4.128-1
kmod-regmap-core - 5.4.128-1
kmod-rt2800-lib - 5.4.128+5.10.42-1-2
kmod-rt2800-usb - 5.4.128+5.10.42-1-2
kmod-rt2x00-lib - 5.4.128+5.10.42-1-2
kmod-rt2x00-mmio - 5.4.128+5.10.42-1-2
kmod-rt2x00-pci - 5.4.128+5.10.42-1-2
kmod-rt2x00-usb - 5.4.128+5.10.42-1-2
kmod-rt61-pci - 5.4.128+5.10.42-1-2
kmod-rt73-usb - 5.4.128+5.10.42-1-2
kmod-rtl8187 - 5.4.128+5.10.42-1-2
kmod-rtl8192c-common - 5.4.128+5.10.42-1-2
kmod-rtl8192ce - 5.4.128+5.10.42-1-2
kmod-rtl8192cu - 5.4.128+5.10.42-1-2
kmod-rtl8192de - 5.4.128+5.10.42-1-2
kmod-rtl8192se - 5.4.128+5.10.42-1-2
kmod-rtl8723bs - 5.4.128+5.10.42-1-2
kmod-rtl8812au-ct - 5.4.128+2020-12-07-1e9689c8-1
kmod-rtl8821ae - 5.4.128+5.10.42-1-2
kmod-rtl8xxxu - 5.4.128+5.10.42-1-2
kmod-rtlwifi - 5.4.128+5.10.42-1-2
kmod-rtlwifi-btcoexist - 5.4.128+5.10.42-1-2
kmod-rtlwifi-pci - 5.4.128+5.10.42-1-2
kmod-rtlwifi-usb - 5.4.128+5.10.42-1-2
kmod-sched-cake - 5.4.128-1
kmod-sched-connmark - 5.4.128-1
kmod-sched-core - 5.4.128-1
kmod-scsi-core - 5.4.128-1
kmod-sdhci - 5.4.128-1
kmod-sfc - 5.4.128-1
kmod-sfc-falcon - 5.4.128-1
kmod-sfp - 5.4.128-1
kmod-shortcut-fe - 5.4.128-2
kmod-siit - 5.4.128+1.2-3
kmod-sis190 - 5.4.128-1
kmod-sis900 - 5.4.128-1
kmod-sit - 5.4.128-1
kmod-skge - 5.4.128-1
kmod-sky2 - 5.4.128-1
kmod-slhc - 5.4.128-1
kmod-solos-pci - 5.4.128-1
kmod-sound-core - 5.4.128-1
kmod-sound-hda-codec-hdmi - 5.4.128-1
kmod-sound-hda-codec-realtek - 5.4.128-1
kmod-sound-hda-codec-via - 5.4.128-1
kmod-sound-hda-core - 5.4.128-1
kmod-sound-hda-intel - 5.4.128-1
kmod-sound-i8x0 - 5.4.128-1
kmod-sound-mpu401 - 5.4.128-1
kmod-sound-via82xx - 5.4.128-1
kmod-spi-ks8995 - 5.4.128-1
kmod-ssb - 5.4.128-1
kmod-swconfig - 5.4.128-1
kmod-switch-bcm53xx - 5.4.128-1
kmod-switch-bcm53xx-mdio - 5.4.128-1
kmod-switch-ip17xx - 5.4.128-1
kmod-switch-rtl8306 - 5.4.128-1
kmod-switch-rtl8366-smi - 5.4.128-1
kmod-switch-rtl8366rb - 5.4.128-1
kmod-switch-rtl8366s - 5.4.128-1
kmod-switch-rtl8367b - 5.4.128-1
kmod-tcp-bbr - 5.4.128-1
kmod-tcp-hybla - 5.4.128-1
kmod-tg3 - 5.4.128-1
kmod-tulip - 5.4.128-1
kmod-tun - 5.4.128-1
kmod-udptunnel4 - 5.4.128-1
kmod-udptunnel6 - 5.4.128-1
kmod-usb-acm - 5.4.128-1
kmod-usb-atm - 5.4.128-1
kmod-usb-atm-cxacru - 5.4.128-1
kmod-usb-atm-speedtouch - 5.4.128-1
kmod-usb-atm-ueagle - 5.4.128-1
kmod-usb-audio - 5.4.128-1
kmod-usb-cm109 - 5.4.128-1
kmod-usb-core - 5.4.128-1
kmod-usb-dwc2 - 5.4.128-1
kmod-usb-dwc3 - 5.4.128-1
kmod-usb-ehci - 5.4.128-1
kmod-usb-hid - 5.4.128-1
kmod-usb-hid-cp2112 - 5.4.128-1
kmod-usb-ledtrig-usbport - 5.4.128-1
kmod-usb-net - 5.4.128-1
kmod-usb-net-aqc111 - 5.4.128-1
kmod-usb-net-asix - 5.4.128-1
kmod-usb-net-asix-ax88179 - 5.4.128-1
kmod-usb-net-cdc-eem - 5.4.128-1
kmod-usb-net-cdc-ether - 5.4.128-1
kmod-usb-net-cdc-mbim - 5.4.128-1
kmod-usb-net-cdc-ncm - 5.4.128-1
kmod-usb-net-cdc-subset - 5.4.128-1
kmod-usb-net-dm9601-ether - 5.4.128-1
kmod-usb-net-hso - 5.4.128-1
kmod-usb-net-huawei-cdc-ncm - 5.4.128-1
kmod-usb-net-ipheth - 5.4.128-1
kmod-usb-net-kalmia - 5.4.128-1
kmod-usb-net-kaweth - 5.4.128-1
kmod-usb-net-mcs7830 - 5.4.128-1
kmod-usb-net-pegasus - 5.4.128-1
kmod-usb-net-pl - 5.4.128-1
kmod-usb-net-qmi-wwan - 5.4.128-1
kmod-usb-net-rndis - 5.4.128-1
kmod-usb-net-rtl8150 - 5.4.128-1
kmod-usb-net-sierrawireless - 5.4.128-1
kmod-usb-net-smsc95xx - 5.4.128-1
kmod-usb-net-sr9700 - 5.4.128-1
kmod-usb-ohci - 5.4.128-1
kmod-usb-ohci-pci - 5.4.128-1
kmod-usb-printer - 5.4.128-1
kmod-usb-roles - 5.4.128-1
kmod-usb-storage - 5.4.128-1
kmod-usb-storage-extras - 5.4.128-1
kmod-usb-storage-uas - 5.4.128-1
kmod-usb-uhci - 5.4.128-1
kmod-usb-wdm - 5.4.128-1
kmod-usb-xhci-hcd - 5.4.128-1
kmod-usb-yealink - 5.4.128-1
kmod-usb2 - 5.4.128-1
kmod-usb2-pci - 5.4.128-1
kmod-usb3 - 5.4.128-1
kmod-usbip - 5.4.128-1
kmod-usbip-client - 5.4.128-1
kmod-usbip-server - 5.4.128-1
kmod-usbmon - 5.4.128-1
kmod-veth - 5.4.128-1
kmod-via-rhine - 5.4.128-1
kmod-via-velocity - 5.4.128-1
kmod-vmxnet3 - 5.4.128-1
kmod-vxlan - 5.4.128-1
kmod-wireguard - 5.4.128-1
lame-lib - 3.100-1
libaio - 0.3.112-2
libantlr3c - 3.4-1
libarchive - 3.5.3-3
libatomic1 - 8.4.0-3
libattr - 2.5.1-1
libavahi-client - 0.8-7
libavahi-dbus-support - 0.8-7
libbfd - 2.35.2-1
libblkid1 - 2.36.1-2
libblobmsg-json20210516 - 2021-05-16-b14c4688-2
libbpf0 - 5.11.16-1
libbz2-1.0 - 1.0.8-1
libc - 1.1.24-3
libcap - 2.48-1
libcap-bin - 2.48-1
libcares - 1.17.1-1
libcharset1 - 1.16-1
libcomerr0 - 1.45.6-2
libconfig11 - 1.7.2-3
libcryptopp - 5.6.4-2
libcups-2.3 - 2.3.0-2
libcurl4 - 7.83.1-4.1
libdaemon - 0.14-5
libdb47 - 4.7.25.4.NC-7
libdbus - 1.13.18-1
libdevmapper - 2.03.12-1
libedit - 20210419-3.1-1
libelf1 - 0.180-2
libev - 4.31-1
libevdev - 1.11.0-1
libevent2-7 - 2.1.12-1
libexif - 0.6.22-1
libexpat - 2.4.1-1
libext2fs2 - 1.45.6-2
libf2fs6 - 1.14.0-1
libfdisk1 - 2.36.1-2
libffi - 3.3-2
libffmpeg-full - 4.3.2-1
libflac - 1.3.3-1
libfreetype - 2.10.4-2
libfuse1 - 2.9.9-1
libgcc1 - 8.4.0-3
libgcrypt - 1.9.3-1
libgd-full - 2.3.2-1
libgdbm - 1.19-1
libgmp10 - 6.2.1-1
libgnutls - 3.7.2-1
libgpg-error - 1.42-1
libhttp-parser - 2.9.4-1
libiconv-full2 - 1.16-1
libid3tag - 0.15.1b-4
libip4tc2 - 1.8.7-1
libip6tc2 - 1.8.7-1
libipset13 - 7.6-1
libiwinfo-lua - 2021-06-28-c9b1672f-3
libiwinfo20210430 - 2021-06-28-c9b1672f-3
libjpeg-turbo - 2.1.0-1
libjson-c5 - 0.15-2
libjson-script20210516 - 2021-05-16-b14c4688-2
libkeyutils1 - 1.6.3-1
libltdl7 - 2.4.6-2
liblua5.1.5 - 5.1.5-9
liblua5.3-5.3 - 5.3.5-4
liblucihttp-lua - 2021-06-11-3dc89af4-1
liblucihttp0 - 2021-06-11-3dc89af4-1
liblzma - 5.2.5-3
liblzo2 - 2.10-4
libmaxminddb - 1.6.0-1
libmbedtls12 - 2.16.10-1
libminiupnpc - 2.2.2-1
libmnl0 - 1.0.4-2
libmount1 - 2.36.1-2
libnatpmp1 - 20150609-3
libncurses6 - 6.2-2
libnetfilter-conntrack3 - 1.0.8-1
libnetsnmp - 5.9-1
libnettle8 - 3.6-1
libnfnetlink0 - 1.0.1-4
libnftnl11 - 1.1.8-1
libnghttp2-14 - 1.43.0-1
libnl-core200 - 3.5.0-1
libnl-genl200 - 3.5.0-1
libnl-route200 - 3.5.0-1
libnl-tiny1 - 2020-08-05-c291088f-2
libnss - 3.65-1
libogg0 - 1.3.4-1
libopenssl-conf - 1.1.1k-1
libopenssl1.1 - 1.1.1k-1
libopenssl3 - 3.0.8-4
libopus - 1.3.1-3
libpcap1 - 1.10.0-1
libpci - 3.7.0-2
libpcre - 8.44-4
libpcre2 - 10.36-1
libplist - 2.2.0-3
libpng - 1.6.37-11
libpopt0 - 1.16-2
libprotobuf-c - 1.4.0-1
libpthread - 1.1.24-3
libpython3-3.9 - 3.9.5-2
libreadline8 - 8.1-1
librt - 1.1.24-3
libruby3.0 - 3.0.1-1
libsensors5 - 3.6.0-1
libsmartcols1 - 2.36.1-2
libsodium - 1.0.18-3
libsoxr - 0.1.3-2
libsqlite3-0 - 3330000-2
libss2 - 1.45.6-2
libssh2-1 - 1.10.0-1
libstdcpp6 - 12.2.0-4
libsysfs2 - 2.1.0-3
libtasn1 - 4.16.0-1
libtiff5 - 4.2.0-2
libtirpc - 1.3.1-1
libubox20210516 - 2021-05-16-b14c4688-2
libubus-lua - 2021-06-30-4fc532c8-2
libubus20210603 - 2021-06-03-a8cf6782-2
libubus20210630 - 2021-06-30-4fc532c8-2
libuci-lua - 2021-04-14-4b3db117-5
libuci20130104 - 2021-04-14-4b3db117-5
libuclient20201210 - 2021-05-14-6a6011df-1
libudev-zero - 0.4.8-1
libudns - 0.4-1
libunbound - 1.13.1-1
libunistring - 0.9.10-1
libunwind8 - 1.5.0-1
libupnp - 1.14.7-1
liburing - 2.0-1
libusb-1.0-0 - 1.0.24-5
libustream-openssl20201210 - 2020-12-10-68d09243-2
libuuid1 - 2.36.1-2
libuv1 - 1.41.0-1
libvorbis - 1.3.7-1
libwebp - 1.2.0-1
libwebsockets-full - 4.1.6-1
libwolfssl5.5.3.99a5b54a - 5.5.3-stable-1
libwrap - 7.6-4
libwxbase - 2.8.12-1
libxml2 - 2.10.3-2
libxml2-dev - 2.10.3-2
libxtables12 - 1.8.7-1
libyaml - 0.2.5-1
libzip-gnutls - 1.7.3-1
LingTiGameAcc - 20210307-1.4.2
linkease - 0.3.58-1
lm-sensors - 3.6.0-1
lm-sensors-detect - 3.6.0-1
logd - 2020-10-25-9ef88681-2
losetup - 2.36.1-2
lsblk - 2.36.1-2
lscpu - 2.36.1-2
lsof - 4.94.0-1
lua - 5.1.5-9
lua-cjson - 2.1.0-2
lua-maxminddb - 0.2-6
lua-md5 - 1.3-1
luasec - 0.9-1
luasocket - 2019-04-21-733af884-1
luci - git-21.175.10795-3d7bad0-1
luci-app-accesscontrol - 1-11
luci-app-adbyby-plus - 2.0-75
luci-app-adguardhome - 1.8-11
luci-app-airplay2 - 1-10
luci-app-amule - git-21.181.50546-a9b30b2-1
luci-app-aria2 - 1.0.1-3
luci-app-arpbind - 1-3
luci-app-autoreboot - 1.0-8
luci-app-baidupcs-web - 1.0-5
luci-app-bandwidthd - 1-1
luci-app-beardropper - 1.1-20200522
luci-app-cifs-mount - 1-7
luci-app-clash - v1.8.0
luci-app-control-timewol - 1.0-3-20190309
luci-app-control-webrestriction - 1.0-5-20200107
luci-app-control-weburl - 1.0-3-20190309
luci-app-cupsd - 1.2-1
luci-app-ddns - 2.4.9-8
luci-app-ddnsto - 1.0.0-1
luci-app-diskman - v0.2.11-beta
luci-app-eqos - git-20.164.74485-0a92c44-1
luci-app-fileassistant - 1.0-2
luci-app-filetransfer - 1-2
luci-app-firewall - git-22.089.67741-3856d50
luci-app-frpc - 1.4-1
luci-app-frps - 0.0.2-3
luci-app-godproxy - 3.8.5-3-20210421
luci-app-hd-idle - git-21.175.10795-3d7bad0-1
luci-app-ipsec-vpnd - 1.0-9
luci-app-kodexplorer - 13-1
luci-app-LingTiGameAcc - 20200726-1
luci-app-linkease - 2.1.0-2
luci-app-mentohust - 4.0.0-1
luci-app-minidlna - git-21.175.10795-3d7bad0-1
luci-app-music-remote-center - 1-6
luci-app-mwan3 - git-21.175.10795-3d7bad0-1
luci-app-mwan3helper - 1-3
luci-app-netdata - 1.0-3
luci-app-nfs - 1.1-1
luci-app-nlbwmon - git-23.013.73667-bb1e09e
luci-app-nps - 1.1-4
luci-app-oaf - 5.0-1
luci-app-ocserv - git-21.175.10795-3d7bad0-1
luci-app-onliner - 1.1-5
luci-app-openclash - 0.47.055
luci-app-openvpn - git-21.175.10795-3d7bad0-1
luci-app-openvpn-server - 2.0-18
luci-app-opkg - git-22.273.29015-e01e38c
luci-app-passwall - 4-26
luci-app-poweroff - 20200726-1
luci-app-pptp-server - 1-7-20210628
luci-app-ps3netsrv - 1-2
luci-app-qbittorrent - 1.0-21
luci-app-ramfree - 1.0-1
